FSR_weight1 (g), FSR_weight2 (g), FSR_weight3 (g), Pressure (PSI) 
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.51
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.53
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
0.00, 0.00, 0.00, 14.52
