FSR_weight1 (g), FSR_weight2 (g), FSR_weight3 (g), Pressure (PSI) 
0.00, 0.00, 0.00, 14.31
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.71
0.00, 0.00, 0.00, 14.72
